Group 1,Group 2,P-adj,Significant,Cohen's d,Effect Size
53-084 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,1.0954451150103321,DUŻY
53-084 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,3.464101615137755,DUŻY
53-182 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,2.857738033247042,DUŻY
53-183 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,1.5851878478024346,DUŻY
55-001 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,-1.6329931618554505,DUŻY
55-009 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,6.350852961085886,DUŻY
55-023 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,0.24618298195866722,mały
55-156 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,0.0,znikomy
55-163 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,0.8164965809277275,DUŻY
55-165 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,0.0,znikomy
55-165 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,13.85640646055102,DUŻY
55-173 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,3.2659863237109055,DUŻY
55-173 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,6.2075223183918835,DUŻY
55-174 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,1.1547005383792537,DUŻY
55-174 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,15.011106998930266,DUŻY
55-176 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,6.92820323027551,DUŻY
55-183 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,-3.4641016151377526,DUŻY
55-183 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,17.962924780409974,DUŻY
56-007 (5 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,1.1547005383792537,DUŻY
56-007 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,13.85640646055102,DUŻY
56-011 (50 mg/ml),"53-084 (0,5 mg/ml)",1.0,False,-2.309401076758502,DUŻY
C1 (100%),"53-084 (0,5 mg/ml)",1.0,False,0.8164965809277275,DUŻY
C2 (100%),"53-084 (0,5 mg/ml)",1.0,False,0.0,znikomy
C3 (100%),"53-084 (0,5 mg/ml)",1.0,False,5.773502691896258,DUŻY
C3 (30%),"53-084 (0,5 mg/ml)",1.0,False,4.6188021535170085,DUŻY
C3 (70%),"53-084 (0,5 mg/ml)",1.0,False,6.572670690061993,DUŻY
C4 (100%),"53-084 (0,5 mg/ml)",1.0,False,-1.7320508075688754,DUŻY
Kontrola (+) Ampycylina,"53-084 (0,5 mg/ml)",1.0,False,17.889977139484614,DUŻY
Kontrola (-) Woda,"53-084 (0,5 mg/ml)",1.0,False,-21.228911104120876,DUŻY
53-084 (50 mg/ml),53-084 (5 mg/ml),1.0,False,1.0954451150103321,DUŻY
53-182 (50 mg/ml),53-084 (5 mg/ml),1.0,False,1.2344267996967357,DUŻY
53-183 (50 mg/ml),53-084 (5 mg/ml),1.0,False,0.8164965809277264,DUŻY
55-001 (50 mg/ml),53-084 (5 mg/ml),1.0,False,-2.0412414523193143,DUŻY
55-009 (50 mg/ml),53-084 (5 mg/ml),1.0,False,2.921186973360887,DUŻY
55-023 (50 mg/ml),53-084 (5 mg/ml),1.0,False,-0.8512565307587474,DUŻY
55-156 (50 mg/ml),53-084 (5 mg/ml),1.0,False,-1.0954451150103321,DUŻY
55-163 (50 mg/ml),53-084 (5 mg/ml),1.0,False,-0.8164965809277253,DUŻY
55-165 (5 mg/ml),53-084 (5 mg/ml),1.0,False,-1.0954451150103321,DUŻY
55-165 (50 mg/ml),53-084 (5 mg/ml),1.0,False,7.668115805072327,DUŻY
55-173 (5 mg/ml),53-084 (5 mg/ml),1.0,False,0.40824829046386374,mały
55-173 (50 mg/ml),53-084 (5 mg/ml),1.0,False,4.041451884327381,DUŻY
55-174 (5 mg/ml),53-084 (5 mg/ml),1.0,False,-0.36514837167010944,mały
55-174 (50 mg/ml),53-084 (5 mg/ml),1.0,False,8.398412548412546,DUŻY
55-176 (50 mg/ml),53-084 (5 mg/ml),1.0,False,3.2863353450309964,DUŻY
55-183 (5 mg/ml),53-084 (5 mg/ml),1.0,False,-3.2863353450309956,DUŻY
55-183 (50 mg/ml),53-084 (5 mg/ml),1.0,False,7.756717518813398,DUŻY
56-007 (5 mg/ml),53-084 (5 mg/ml),1.0,False,-0.36514837167010944,mały
56-007 (50 mg/ml),53-084 (5 mg/ml),1.0,False,7.668115805072327,DUŻY
56-011 (50 mg/ml),53-084 (5 mg/ml),1.0,False,-2.5560386016907746,DUŻY
C1 (100%),53-084 (5 mg/ml),1.0,False,-0.8164965809277253,DUŻY
C2 (100%),53-084 (5 mg/ml),1.0,False,-1.0954451150103321,DUŻY
C3 (100%),53-084 (5 mg/ml),1.0,False,4.185110693297314,DUŻY
C3 (30%),53-084 (5 mg/ml),1.0,False,1.825741858350555,DUŻY
C3 (70%),53-084 (5 mg/ml),1.0,False,4.330127018922193,DUŻY
C4 (100%),53-084 (5 mg/ml),1.0,False,-2.1908902300206634,DUŻY
Kontrola (+) Ampycylina,53-084 (5 mg/ml),1.0,False,15.513435037626795,DUŻY
Kontrola (-) Woda,53-084 (5 mg/ml),1.0,False,-11.839200423452027,DUŻY
53-182 (50 mg/ml),53-084 (50 mg/ml),1.0,False,0.40824829046386374,mały
53-183 (50 mg/ml),53-084 (50 mg/ml),1.0,False,0.22645540682891957,mały
55-001 (50 mg/ml),53-084 (50 mg/ml),1.0,False,-6.5319726474218065,DUŻY
55-009 (50 mg/ml),53-084 (50 mg/ml),1.0,False,2.886751345948131,DUŻY
55-023 (50 mg/ml),53-084 (50 mg/ml),1.0,False,-2.7080128015453186,DUŻY
55-156 (50 mg/ml),53-084 (50 mg/ml),1.0,False,-3.464101615137755,DUŻY
55-163 (50 mg/ml),53-084 (50 mg/ml),1.0,False,-4.082482904638629,DUŻY
55-165 (5 mg/ml),53-084 (50 mg/ml),1.0,False,-3.464101615137755,DUŻY
55-165 (50 mg/ml),53-084 (50 mg/ml),1.0,False,10.392304845413266,DUŻY
55-173 (5 mg/ml),53-084 (50 mg/ml),1.0,False,-1.6329931618554505,DUŻY
55-173 (50 mg/ml),53-084 (50 mg/ml),1.0,False,4.016632088371219,DUŻY
55-174 (5 mg/ml),53-084 (50 mg/ml),1.0,False,-2.309401076758501,DUŻY
55-174 (50 mg/ml),53-084 (50 mg/ml),1.0,False,11.547005383792513,DUŻY
55-176 (50 mg/ml),53-084 (50 mg/ml),1.0,False,3.464101615137755,DUŻY
55-183 (5 mg/ml),53-084 (50 mg/ml),1.0,False,-6.928203230275507,DUŻY
55-183 (50 mg/ml),53-084 (50 mg/ml),1.0,False,13.063945294843618,DUŻY
56-007 (5 mg/ml),53-084 (50 mg/ml),1.0,False,-2.309401076758501,DUŻY
56-007 (50 mg/ml),53-084 (50 mg/ml),1.0,False,10.392304845413266,DUŻY
56-011 (50 mg/ml),53-084 (50 mg/ml),1.0,False,-5.773502691896256,DUŻY
C1 (100%),53-084 (50 mg/ml),1.0,False,-4.082482904638629,DUŻY
C2 (100%),53-084 (50 mg/ml),1.0,False,-3.464101615137755,DUŻY
C3 (100%),53-084 (50 mg/ml),1.0,False,4.041451884327381,DUŻY
C3 (30%),53-084 (50 mg/ml),1.0,False,1.1547005383792537,DUŻY
C3 (70%),53-084 (50 mg/ml),1.0,False,4.381780460041329,DUŻY
C4 (100%),53-084 (50 mg/ml),1.0,False,-5.196152422706629,DUŻY
Kontrola (+) Ampycylina,53-084 (50 mg/ml),1.0,False,16.5312446985111,DUŻY
Kontrola (-) Woda,53-084 (50 mg/ml),1.0,False,-26.127890589687233,DUŻY
53-183 (50 mg/ml),53-182 (50 mg/ml),1.0,False,0.0,znikomy
55-001 (50 mg/ml),53-182 (50 mg/ml),1.0,False,-4.242640687119285,DUŻY
55-009 (50 mg/ml),53-182 (50 mg/ml),1.0,False,1.6329931618554527,DUŻY
55-023 (50 mg/ml),53-182 (50 mg/ml),1.0,False,-2.4351231101124036,DUŻY
55-156 (50 mg/ml),53-182 (50 mg/ml),1.0,False,-2.857738033247042,DUŻY
55-163 (50 mg/ml),53-182 (50 mg/ml),1.0,False,-2.82842712474619,DUŻY
55-165 (5 mg/ml),53-182 (50 mg/ml),1.0,False,-2.857738033247042,DUŻY
55-165 (50 mg/ml),53-182 (50 mg/ml),1.0,False,6.940220937885672,DUŻY
55-173 (5 mg/ml),53-182 (50 mg/ml),1.0,False,-1.414213562373095,DUŻY
55-173 (50 mg/ml),53-182 (50 mg/ml),1.0,False,3.0860669992418384,DUŻY
55-174 (5 mg/ml),53-182 (50 mg/ml),1.0,False,-2.0412414523193143,DUŻY
55-174 (50 mg/ml),53-182 (50 mg/ml),1.0,False,7.756717518813396,DUŻY
55-176 (50 mg/ml),53-182 (50 mg/ml),1.0,False,2.0412414523193143,DUŻY
55-183 (5 mg/ml),53-182 (50 mg/ml),1.0,False,-5.307227776030219,DUŻY
55-183 (50 mg/ml),53-182 (50 mg/ml),1.0,False,7.071067811865475,DUŻY
56-007 (5 mg/ml),53-182 (50 mg/ml),1.0,False,-2.0412414523193143,DUŻY
56-007 (50 mg/ml),53-182 (50 mg/ml),1.0,False,6.940220937885672,DUŻY
56-011 (50 mg/ml),53-182 (50 mg/ml),1.0,False,-4.4907311951024935,DUŻY
C1 (100%),53-182 (50 mg/ml),1.0,False,-2.82842712474619,DUŻY
C2 (100%),53-182 (50 mg/ml),1.0,False,-2.857738033247042,DUŻY
C3 (100%),53-182 (50 mg/ml),1.0,False,3.356585566713095,DUŻY
C3 (30%),53-182 (50 mg/ml),1.0,False,0.40824829046386374,mały
C3 (70%),53-182 (50 mg/ml),1.0,False,3.394673699166021,DUŻY
C4 (100%),53-182 (50 mg/ml),1.0,False,-4.0824829046386295,DUŻY
Kontrola (+) Ampycylina,53-182 (50 mg/ml),1.0,False,15.17893276880822,DUŻY
Kontrola (-) Woda,53-182 (50 mg/ml),1.0,False,-15.556349186104045,DUŻY
55-001 (50 mg/ml),53-183 (50 mg/ml),1.0,False,-2.1213203435596424,DUŻY
55-009 (50 mg/ml),53-183 (50 mg/ml),1.0,False,0.9058216273156771,DUŻY
